"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG478","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG254","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG463","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG463","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG463","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG463","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG463","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","0.86","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG516","Senior Executive Officer (SEO) - London","39598","46117","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG516","Senior Executive Officer (SEO) - London","39598","46117","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG516","Senior Executive Officer (SEO) - London","39598","46117","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG267","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG217","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG217","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG330","Senior Executive Officer (SEO) - London","39598","46117","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG330","Senior Executive Officer (SEO) - London","39598","46117","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG268","Senior Executive Officer (SEO) - London","39598","46117","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG382","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG260","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG513","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG518","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Senior Executive Officer (SEO) - London","39598","46117","Digital, Data and Technology Manager","0.65","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Senior Executive Officer (SEO) - London","39598","46117","Digital, Data and Technology Manager","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Senior Executive Officer (SEO) - London","39598","46117","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Senior Executive Officer (SEO) - London","39598","46117","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Senior Executive Officer (SEO) - London","39598","46117","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Senior Executive Officer (SEO) - London","39598","46117","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Senior Executive Officer (SEO) - London","39598","46117","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Senior Executive Officer (SEO) - London","39598","46117","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Government Strategy and Analysis","CLG419","Senior Executive Officer (SEO) - London","39598","46117","Finance Manager","0.80","Finance","London"
